numer_karty,nazwa,komorka,obszar,liczba_sekcji,liczba_wnioskow,url
OŚ-033,Złożenie deklaracji o wysokości opłaty za gospodarowanie odpadami komunalnymi,Wydział Ochrony Środowiska,Odpady komunalne,8,14,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-ochrony-srodowiska/odpady-komunalne/zlozenie-deklaracji-o-wysokosci-oplaty-za-gospodarowanie-odpadami-komunalnymi,6,22969,2,3.html"
OŚ-034,Złożenie wniosku o ulgę w spłacie zobowiązań podatkowych z tytułu opłaty za gospodarowanie odpadami komunalnymi,Wydział Ochrony Środowiska,Odpady komunalne,9,4,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-ochrony-srodowiska/odpady-komunalne/zlozenie-wniosku-o-ulge-w-splacie-zobowiazan-podatkowych-z-tytulu-oplaty-za-gospodarowanie-odpadami-komunalnymi,10,22969,2,2.html"
OR-006,Biuro Rzeczy Znalezionych,Wydział Organizacji Urzędu,,7,5,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-organizacji-urzedu/biuro-rzeczy-znalezionych,3,22977,2,3.html"
OR-008,Praktyki w Urzędzie Miasta Lublin,Wydział Organizacji Urzędu,,8,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-organizacji-urzedu/praktyki-w-urzedzie-miasta-lublin,5,22977,2,1.html"
OR-007,Staż w Urzędzie Miasta Lublin,Wydział Organizacji Urzędu,,8,1,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-organizacji-urzedu/staz-w-urzedzie-miasta-lublin,4,22977,2,1.html"
OR-005,Udostępnianie akt będących w zasobie archiwum zakładowego Urzędu Miasta,Wydział Organizacji Urzędu,,8,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-organizacji-urzedu/udostepnianie-akt-bedacych-w-zasobie-archiwum-zakladowego-urzedu-miasta,2,22977,2,1.html"
OR-004,Wydawanie zaświadczeń o zatrudnieniu,Wydział Organizacji Urzędu,,8,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-organizacji-urzedu/wydawanie-zaswiadczen-o-zatrudnieniu,1,22977,2,1.html"
OW-004,Dofinansowanie pracodawcom kosztów kształcenia młodocianych pracowników,Wydział Oświaty i Wychowania,,10,11,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-oswiaty-i-wychowania/dofinansowanie-pracodawcom-kosztow-ksztalcenia-mlodocianych-pracownikow,4,22978,2,1.html"
OW-005,Dofinansowanie pracodawcom kosztów praktyk absolwenckich,Wydział Oświaty i Wychowania,,10,7,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-oswiaty-i-wychowania/dofinansowanie-pracodawcom-kosztow-praktyk-absolwenckich,5,22978,2.html"
OW-003,"Udzielanie pomocy materialnej o charakterze socjalnym dla uczniów i słuchaczy zamieszkałych na terenie miasta Lublin - stypendia szkolne, zasiłki szkolne",Wydział Oświaty i Wychowania,,10,4,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-oswiaty-i-wychowania/udzielanie-pomocy-materialnej-o-charakterze-socjalnym-dla-uczniow-i-sluchaczy-zamieszkalych-na-terenie-miasta-lublin,1,22978,2,3.html"
OW-001,Wpis do ewidencji szkół i placówek niepublicznych,Wydział Oświaty i Wychowania,,11,12,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-oswiaty-i-wychowania/wpis-do-ewidencji-szkol-i-placowek-niepublicznych,3,22978,2,1.html"
OW-002,Wydawanie skierowań do szkół specjalnych i specjalnych ośrodków szkolno-wychowawczych prowadzonych przez Miasto Lublin,Wydział Oświaty i Wychowania,,9,0,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-oswiaty-i-wychowania/wydawanie-skierowan-do-szkol-specjalnych-i-specjalnych-osrodkow-szkolno-wychowawczych-prowadzonych-przez-miasto-lublin,2,22978,2.html"
PL-001,Decyzja w sprawie opłaty planistycznej - na wniosek,Wydział Planowania,,11,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-planowania/decyzja-w-sprawie-oplaty-planistycznej-na-wniosek,8,22979,2,1.html"
PL-002,Decyzja w sprawie opłaty planistycznej - z urzędu,Wydział Planowania,,6,0,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-planowania/decyzja-w-sprawie-oplaty-planistycznej-z-urzedu,7,22979,2.html"
PL-004,Pismo dotyczące aktu planowania przestrzennego (wniosek/uwaga),Wydział Planowania,,7,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-planowania/wniosek-do-miejscowego-planu-zagospodarowania-przestrzennego,6,22979,2,1.html"
PL-014,Przeniesienie decyzji o warunkach zabudowy,Wydział Planowania,,11,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-planowania/przeniesienie-decyzji-o-warunkach-zabudowy,16,22979,2,1.html"
PL-013,Ustalenie lokalizacji inwestycji celu publicznego,Wydział Planowania,,11,1,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-planowania/ustalenie-lokalizacji-inwestycji-celu-publicznego,13,22979,2,1.html"
PL-012,Ustalenie warunków zabudowy,Wydział Planowania,,11,1,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-planowania/ustalenie-warunkow-zabudowy,12,22979,2,1.html"
PL-015,Uzupełnienie braków wniosku o wydanie decyzji o warunkach zabudowy i lokalizacji inwestycji celu publicznego,Wydział Planowania,,7,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-planowania/uzupelnienie-brakow-wniosku-o-wydanie-decyzji-o-warunkach-zabudowy-i-lokalizacji-inwestycji-celu-publicznego,20,22979,2.html"
PL-016,Wgląd w akta sprawy,Wydział Planowania,,11,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-planowania/wglad-w-akta-sprawy-i-wydanie-uwierzytelnionych-kopii-z-akt-sprawy-dotyczacej-ustalenia-warunkow-zabudowy-i-lokalizacji-inwestycji-celu-publicznego,23,22979,2.html"
PL-008,Wypis i wyrys z Miejscowego Planu Zagospodarowania Przestrzennego lub Studium Uwarunkowań i Kierunków Zagospodarowania Przestrzennego,Wydział Planowania,,10,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-planowania/wypis-i-wyrys-z-miejscowego-planu-zagospodarowania-przestrzennego-lub-studium-uwarunkowan-i-kierunkow-zagospodarowania-przestrzennego,10,22979,2,3.html"
PL-009,Zaświadczenie dotyczące terenu (w przypadku braku Miejscowego Planu Zagospodarowania Przestrzennego),Wydział Planowania,,10,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-planowania/zaswiadczenie-dotyczace-terenu-w-przypadku-braku-miejscowego-planu-zagospodarowania-przestrzennego,9,22979,2,3.html"
PL-011,Zaświadczenie o zgodności budowy z ustaleniami obowiązującego miejscowego planu zagospodarowania przestrzennego,Wydział Planowania,,11,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-planowania/zaswiadczenie-o-zgodnosci-budowy-z-ustaleniami-obowiazujacego-miejscowego-planu-zagospodarowania-przestrzennego,24,22979,2.html"
PL-010,Zaświadczenie o zgodności zamierzonego sposobu użytkowania obiektu budowlanego lub jego części z ustaleniami obowiązującego miejscowego planu zagospodarowania przestrzennego,Wydział Planowania,,11,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-planowania/zaswiadczenie-o-zgodnosci-zamierzonej-zmiany-sposobu-uzytkowania-obiektu-budowlanego-lub-jego-czesci-z-ustaleniami-obowiazujacego-miejscowego-planu-zagospodarowania-przestrzennego,2,22979,2,3.html"
PE-020,"Dokonanie potrącenia zobowiązania podatkowego z wzajemnej, bezspornej i wymagalnej wierzytelności podatnika wobec gminy z tytułu podatków stanowiących dochód budżetu gminy",Wydział Podatków,Zaleglosci podatkowesplata zobowiazan,8,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-podatkow/zaleglosci-podatkowesplata-zobowiazan/dokonanie-potracenia-zobowiazania-podatkowego-z-wzajemnej-bezspornej-i-wymagalnej-wierzytelnosci-podatnika-wobec-gminy-z-tytulu-podatkow-stanowiacych-dochod-budzetu-gminy,2,22989,2,3.html"
PE-017,Przeniesienie własności rzeczy lub praw majątkowych w zamian za zaległości podatkowe,Wydział Podatków,Zaleglosci podatkowesplata zobowiazan,9,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-podatkow/zaleglosci-podatkowesplata-zobowiazan/przeniesienie-wlasnosci-rzeczy-lub-praw-majatkowych-w-zamian-za-zaleglosci-podatkowe,1,22989,2,3.html"
PE-018,Stwierdzenie nadpłaty podatku,Wydział Podatków,Nadplaty i zwroty podatkow i oplat,9,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-podatkow/nadplaty-i-zwroty-podatkow-i-oplat/stwierdzenie-nadplaty-podatku,2,22988,2,1.html"
PE-019,Zaliczenie nadpłaty podatku,Wydział Podatków,Nadplaty i zwroty podatkow i oplat,5,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-podatkow/nadplaty-i-zwroty-podatkow-i-oplat/zaliczenie-nadplaty-podatku,1,22988,2,1.html"
PE-037,Złożenie deklaracji (korekty deklaracji) na podatek leśny,Wydział Podatków,Podatek lesny,7,18,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-podatkow/podatek-lesny/zlozenie-deklaracji-korekty-deklaracji-na-podatek-lesny,1,22984,2,1.html"
PE-033,"Złożenie deklaracji (korekty deklaracji) na podatek od nieruchomości przez osoby prawne, jednostki organizacyjne niemające osobowości prawnej, w tym spółki nieposiadające osobowości prawnej, a także przez osoby fizyczne deklarujące podatek na zasadach obowiązujących osoby prawne",Wydział Podatków,Podatek od nieruchomosci,7,18,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-podatkow/podatek-od-nieruchomosci/zlozenie-deklaracji-korekty-deklaracji-na-podatek-od-nieruchomosci-przez-osoby-prawne-jednostki-organizacyjne-niemajace-osobowosci-prawnej-w-tym-spolki-nieposiadajace-osobowosci-prawnej-a-takze-przez-osoby-fizyczne-deklarujace-podatek-na-,1,22982,2,5.html"
PE-001,Złożenie deklaracji (korekty deklaracji) na podatek od środków transportowych od osób prawnych i osób fizycznych,Wydział Podatków,Podatek od srodkow transportowych,7,5,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-podatkow/podatek-od-srodkow-transportowych/zlozenie-deklaracji-korekty-deklaracji-na-podatek-od-srodkow-transportowych-od-osob-prawnych-i-osob-fizycznych,1,22987,2,5.html"
PE-035,Złożenie deklaracji (korekty deklaracji) na podatek rolny,Wydział Podatków,Podatek rolny,7,18,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-podatkow/podatek-rolny/zlozenie-deklaracji-korekty-deklaracji-na-podatek-rolny,1,22983,2,1.html"
PE-038,Złożenie informacji (korekty informacji) w sprawie podatku leśnego,Wydział Podatków,Podatek lesny,8,4,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-podatkow/podatek-lesny/zlozenie-informacji-korekty-informacji-w-sprawie-podatku-lesnego,2,22984,2,1.html"
PE-034,Złożenie informacji (korekty informacji) w sprawie podatku od nieruchomości przez osoby fizyczne,Wydział Podatków,Podatek od nieruchomosci,8,4,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-podatkow/podatek-od-nieruchomosci/zlozenie-informacji-korekty-informacji-w-sprawie-podatku-od-nieruchomosci-przez-osoby-fizyczne,2,22982,2,4.html"
PE-036,Złożenie informacji (korekty informacji) w sprawie podatku rolnego,Wydział Podatków,Podatek rolny,8,4,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-podatkow/podatek-rolny/zlozenie-informacji-korekty-informacji-w-sprawie-podatku-rolnego,2,22983,2,1.html"
PE-043,Złożenie wniosku o odroczenie terminu płatności / rozłożenie na raty / umorzenie zobowiązania z tytułu podatków i opłat lokalnych przez podatnika będącego przedsiębiorcą,Wydział Podatków,Zaleglosci podatkowesplata zobowiazan,9,10,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-podatkow/zaleglosci-podatkowesplata-zobowiazan/zlozenie-wniosku-o-odroczenie-terminu-platnosci-rozlozenie-na-raty-umorzenie-zobowiazania-z-tytulu-podatkow-i-oplat-lokalnych-przez-podatnika-bedacego-przedsiebiorca,8,22989,2,2.html"
PE-016,Złożenie wniosku o wydanie pisemnej interpretacji o zakresie stosowania przepisów prawa podatkowego,Wydział Podatków,Interpretacja przepisow,10,4,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-podatkow/interpretacja-przepisow/zlozenie-wniosku-o-wydanie-pisemnej-interpretacji-o-zakresie-stosowania-przepisow-prawa-podatkowego,1,28986,2,4.html"
PE-022,Złożenie wniosku o wydanie zaświadczenia o figurowaniu/niefigurowaniu w ewidencji podatkowej nieruchomości,Wydział Podatków,Zaswiadczenia,10,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-podatkow/zaswiadczenia/zaswiadczenie-o-figurowaniuniefigurowaniu-w-ewidencji-podatkowej-nieruchomosci,1,22990,2,1.html"
PE-024,Złożenie wniosku o wydanie zaświadczenia o niezaleganiu w podatkach lub stwierdzającego stan zaległości,Wydział Podatków,Zaswiadczenia,10,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-podatkow/zaswiadczenia/zlozenie-wniosku-o-wydanie-zaswiadczenia-o-niezaleganiu-w-podatkach-lub-stwierdzajacego-stan-zaleglosci,5,22990,2,3.html"
PE-023,Złożenie wniosku o wydanie zaświadczenia o posiadaniu/nieposiadaniu gospodarstwa rolnego,Wydział Podatków,Zaswiadczenia,10,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-podatkow/zaswiadczenia/zlozenie-wniosku-o-wydanie-zaswiadczenia-o-posiadaniunieposiadaniu-gospodarstwa-rolnego,2,22990,2,3.html"
PE-028,Złożenie wniosku o wydanie zaświadczenia o płaceniu podatków,Wydział Podatków,Zaswiadczenia,10,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-podatkow/zaswiadczenia/zlozenie-wniosku-o-wydanie-zaswiadczenia-o-placeniu-podatkow,8,22990,2,1.html"
PE-027,Złożenie wniosku o wydanie zaświadczenia o wysokości zaległości podatkowych podatnika,Wydział Podatków,Zaswiadczenia,10,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-podatkow/zaswiadczenia/zlozenie-wniosku-o-wydanie-zaswiadczenia-o-wysokosci-zaleglosci-podatkowych-podatnika,9,22990,2,3.html"
PE-026,Złożenie wniosku o wydanie zaświadczenia o wysokości zaległości podatkowych zbywającego,Wydział Podatków,Zaswiadczenia,10,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-podatkow/zaswiadczenia/zlozenie-wniosku-o-wydanie-zaswiadczenia-o-wysokosci-zaleglosci-podatkowych-zbywajacego,7,22990,2,3.html"
PE-025,Złożenie wniosku o wydanie zaświadczenia o wysokości zobowiązań spadkodawcy,Wydział Podatków,Zaswiadczenia,11,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-podatkow/zaswiadczenia/zlozenie-wniosku-o-wydanie-zaswiadczenia-o-wysokosci-zobowiazan-spadkodawcy,6,22990,2,1.html"
PE-021,Złożenie wniosku o zwrot opłaty skarbowej lub określenie wysokości nadpłaty w opłacie skarbowej,Wydział Podatków,Nadplaty i zwroty podatkow i oplat,10,4,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-podatkow/nadplaty-i-zwroty-podatkow-i-oplat/zlozenie-wniosku-o-zwrot-oplaty-skarbowej-lub-okreslenie-wysokosci-nadplaty-w-oplacie-skarbowej,3,22988,2,4.html"
PE-015,Złożenie wniosku o zwrot podatku akcyzowego zawartego w cenie oleju napędowego wykorzystywanego do produkcji rolnej,Wydział Podatków,Nadplaty i zwroty podatkow i oplat,10,1,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-podatkow/nadplaty-i-zwroty-podatkow-i-oplat/zlozenie-wniosku-o-zwrot-podatku-akcyzowego-zawartego-w-cenie-oleju-napedowego-wykorzystywanego-do-produkcji-rolnej,4,22988,2,3.html"
PE-040,Złożenie wniosku/zgody na powiadamianie SMS-em/e-mailem o stanie należności i zobowiązań z tytułu podatków lokalnych,Wydział Podatków,Powiadamianie sms em  e mailem o stanie naleznosci i zobowiazan z tytulu podatkow lokalnych,5,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-podatkow/powiadamianie-sms-em--e-mailem-o-stanie-naleznosci-i-zobowiazan-z-tytulu-podatkow-lokalnych/zlozenie-wnioskuzgody-na-powiadamianie-sms-eme-mailem-o-stanie-naleznosci-i-zobowiazan-z-tytulu-podatkow-lokalnych,4,27755,2,2.html"
ST-016,Wniosek o dokonanie wpisu do ewidencji obiektów innych świadczących usługi hotelarskie,Wydział Sportu i Turystyki,Ewidencja turystyczna,7,1,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-sportu-i-turystyki/ewidencja-turystyczna/wniosek-o-dokonanie-wpisu-do-ewidencji-obiektow-innych-swiadczacych-uslugi-hotelarskie,5,29004,2.html"
ST-017,"Wniosek o wydanie zaświadczenia o wpisie do Ewidencji innych obiektów, w których są świadczone usługi hotelarskie",Wydział Sportu i Turystyki,Ewidencja turystyczna,9,1,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-sportu-i-turystyki/ewidencja-turystyczna/wniosek-o-wydanie-zaswiadczenia-o-wpisie-do-ewidencji-innych-obiektow-w-ktorych-sa-swiadczone-uslugi-hotelarskie,2,29004,2,2.html"
ST-004,"Wpis do Ewidencji klubów sportowych działających w formie stowarzyszenia, których statuty nie przewidują prowadzenia działalności gospodarczej",Wydział Sportu i Turystyki,Ewidencja sportowa,11,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-sportu-i-turystyki/ewidencja-sportowa/wpis-do-ewidencji-klubow-sportowych-dzialajacych-w-formie-stowarzyszenia-ktorych-statuty-nie-przewiduja-prowadzenia-dzialalnosci-gospodarczej,2,27986,2,4.html"
ST-003,Wpis do Ewidencji uczniowskich klubów sportowych,Wydział Sportu i Turystyki,Ewidencja sportowa,11,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-sportu-i-turystyki/ewidencja-sportowa/wpis-do-ewidencji-uczniowskich-klubow-sportowych,1,27986,2,1.html"
ST-010,"Wykreślenie klubu sportowego z Ewidencji klubów sportowych działających w formie stowarzyszenia, których statuty nie przewidują prowadzenia działalności gospodarczej",Wydział Sportu i Turystyki,Ewidencja sportowa,13,4,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-sportu-i-turystyki/ewidencja-sportowa/wykreslenie-klubu-sportowego-z-ewidencji-klubow-sportowych-dzialajacych-w-formie-stowarzyszenia-ktorych-statuty-nie-przewiduja-prowadzenia-dzialalnosci-gospodarczej,8,27986,2,4.html"
ST-009,Wykreślenie klubu sportowego z Ewidencji uczniowskich klubów sportowych,Wydział Sportu i Turystyki,Ewidencja sportowa,12,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-sportu-i-turystyki/ewidencja-sportowa/wykreslenie-klubu-sportowego-z-ewidencji-uczniowskich-klubow-sportowych,7,27986,2,3.html"
ST-007,Wypis z Ewidencji uczniowskich klubów sportowych (odpis statutu / zaświadczenie),Wydział Sportu i Turystyki,Ewidencja sportowa,8,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-sportu-i-turystyki/ewidencja-sportowa/wypis-z-ewidencji-uczniowskich-klubow-sportowych-odpis-statutu-zaswiadczenie,5,27986,2,3.html"
ST-015,Zaszeregowanie obiektu hotelarskiego do rodzaju pole biwakowe,Wydział Sportu i Turystyki,Ewidencja turystyczna,10,1,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-sportu-i-turystyki/ewidencja-turystyczna/zaszeregowanie-obiektu-hotelarskiego-do-rodzaju-pole-biwakowe,1,29004,2,1.html"
ST-019,"Zawiadomienie o zakończeniu świadczenia usług hotelarskich w obiekcie wpisanym do ewidencji innych obiektów, w których są świadczone usługi hotelarskie",Wydział Sportu i Turystyki,Ewidencja turystyczna,5,1,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-sportu-i-turystyki/ewidencja-turystyczna/zawiadomienie-o-zakonczeniu-swiadczenia-uslug-hotelarskich-w-obiekcie-wpisanym-do-ewidencji-innych-obiektow,4,29004,2.html"
ST-018,Zgłoszenie zmian we wpisie do ewidencji innych obiektów / pól biwakowych,Wydział Sportu i Turystyki,Ewidencja turystyczna,8,1,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-sportu-i-turystyki/ewidencja-turystyczna/zgloszenie-zmian-we-wpisie-obiektu-noclegowego-do-ewidencji,3,29004,2,1.html"
ST-011,Zlecanie organizacjom pozarządowym realizacji zadań Miasta Lublin z zakresu upowszechniania kultury fizycznej i sportu oraz wypoczynku dzieci i młodzieży w trybie otwartego konkursu ofert,Wydział Sportu i Turystyki,,7,0,https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-sportu-i-turystyki/inne/
ST-006,"Zmiana danych w Ewidencji klubów sportowych działających w formie stowarzyszenia, których statuty nie przewidują prowadzenia działalności gospodarczej",Wydział Sportu i Turystyki,Ewidencja sportowa,11,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-sportu-i-turystyki/ewidencja-sportowa/zmiana-danych-w-ewidencji-klubow-sportowych-dzialajacych-w-formie-stowarzyszenia-ktorych-statuty-nie-przewiduja-prowadzenia-dzialalnosci-gospodarczej,4,27986,2,4.html"
ST-005,Zmiana danych w Ewidencji uczniowskich klubów sportowych,Wydział Sportu i Turystyki,Ewidencja sportowa,11,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-sportu-i-turystyki/ewidencja-sportowa/zmiana-danych-w-ewidencji-uczniowskich-klubow-sportowych,3,27986,2,1.html"
SA-077,Nadanie numeru PESEL osobie obowiązanej do posiadania numeru PESEL na podstawie odrębnych przepisów,Wydział Spraw Administracyjnych,Pesel,9,3,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/pesel/nadanie-numeru-pesel-osobie-obowiazanej-do-posiadania-numeru-pesel-na-podstawie-odrebnych-przepisow,1,22995,2,2.html"
SA-103,Numer PESEL oraz profil zaufany – usługa dla obywateli Ukrainy w związku z konfliktem zbrojnym na terytorium tego państwa,Wydział Spraw Administracyjnych,Pesel,1,0,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/pesel/numer-pesel-oraz-profil-zaufany-usluga-dla-obywateli-ukrainy-w-zwiazku-z-konfliktem-zbrojnym-na-terytorium-tego-panstwa,5,22995,2.html"
SA-040,Określanie zdolności do służby wojskowej po raz kolejny,Wydział Spraw Administracyjnych,Wojskowosc,10,0,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/wojskowosc/okreslanie-zdolnosci-do-czynnej-sluzby-wojskowej-po-raz-kolejny,4,23001,2,2.html"
SA-027,Określanie zdolności do służby wojskowej po raz pierwszy,Wydział Spraw Administracyjnych,Wojskowosc,10,0,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/wojskowosc/okreslanie-zdolnosci-do-czynnej-sluzby-wojskowej-po-raz-pierwszy,9,23001,2,2.html"
SA-044,Opłaty za korzystanie z zezwoleń na sprzedaż napojów alkoholowych,Wydział Spraw Administracyjnych,Alkohol zezwolenia,8,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/alkohol-zezwolenia/oplaty-za-korzystanie-z-zezwolen-na-sprzedaz-napojow-alkoholowych,1,22999,2,5.html"
SA-101,Podejrzenie nieuprawnionego wykorzystania danych osobowych,Wydział Spraw Administracyjnych,Dowod osobisty,7,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/dowod-osobisty/podejrzenie-nieuprawniongo-wykorzystania-danych-osobowych,43,22993,2,1.html"
SA-066,Postępowanie administracyjne w sprawie anulowania czynności materialno-technicznej polegającej na zameldowaniu na pobyt stały,Wydział Spraw Administracyjnych,Zameldowania i wymeldowania,11,1,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/zameldowania-i-wymeldowania/postepowanie-administracyjne-w-sprawie-anulowania-czynnosci-materialno-technicznej-polegajacej-na-zameldowaniu-na-pobyt-staly,4,22994,2,6.html"
SA-025,Postępowanie administracyjne w sprawie wymeldowania z pobytu czasowego,Wydział Spraw Administracyjnych,Zameldowania i wymeldowania,11,1,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/zameldowania-i-wymeldowania/postepowanie-administracyjne-w-sprawie-wymeldowania-z-pobytu-czasowego,8,22994,2,6.html"
SA-024,Postępowanie administracyjne w sprawie wymeldowania z pobytu stałego,Wydział Spraw Administracyjnych,Zameldowania i wymeldowania,11,1,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/zameldowania-i-wymeldowania/postepowanie-administracyjne-w-sprawie-wymeldowania-z-pobytu-stalego,7,22994,2,6.html"
SA-023,Postępowanie administracyjne w sprawie zameldowania na pobyt czasowy,Wydział Spraw Administracyjnych,Zameldowania i wymeldowania,10,1,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/zameldowania-i-wymeldowania/postepowanie-administracyjne-w-sprawie-zameldowania-na-pobyt-czasowy,6,22994,2,6.html"
SA-022,Postępowanie administracyjne w sprawie zameldowania na pobyt stały,Wydział Spraw Administracyjnych,Zameldowania i wymeldowania,10,1,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/zameldowania-i-wymeldowania/postepowanie-administracyjne-w-sprawie-zameldowania-na-pobyt-staly,5,22994,2,6.html"
SA-105,Potwierdzenie możliwości wykonania decyzji związanej z przedsiębiorstwem (zezwolenia na sprzedaż napojów alkoholowych),Wydział Spraw Administracyjnych,Alkohol zezwolenia,12,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/alkohol-zezwolenia/potwierdzenie-mozliwosci-wykonania-decyzji-zwiazanej-z-przedsiebiorstwem-zezwolenia-na-sprzedaz-napojow-alkoholowych,17,22999,2.html"
SA-068,Powrót z wyjazdu poza granice Rzeczypospolitej Polskiej trwającego dłużej niż 6 miesięcy,Wydział Spraw Administracyjnych,Zameldowania i wymeldowania,9,3,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/zameldowania-i-wymeldowania/powrot-z-wyjazdu-poza-granice-rzeczypospolitej-polskiej-trwajacego-dluzej-niz-6-miesiecy,16,22994,2,3.html"
SA-106,Przeniesienie decyzji związanej z przedsiębiorstwem (zezwolenia na sprzedaż napojów alkoholowych),Wydział Spraw Administracyjnych,Alkohol zezwolenia,12,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/alkohol-zezwolenia/przeniesienie-decyzji-zwiazanej-z-przedsiebiorstwem-zezwolenia-na-sprzedaz-napojow-alkoholowych,21,22999,2.html"
SA-102,Rejestr Danych Kontaktowych (RDK),Wydział Spraw Administracyjnych,Dowod osobisty,8,1,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/dowod-osobisty/rejestr-danych-kontaktowych-rdk,47,22993,2,1.html"
