numer_karty,nazwa,komorka,obszar,liczba_sekcji,liczba_wnioskow,url
SA-090,Rejestracja działalności gospodarczej (wpis do CEIDG),Wydział Spraw Administracyjnych,Ewidencja dzialalnosci gospodarczej,10,1,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/ewidencja-dzialalnosci-gospodarczej/rejestracja-dzialalnosci-gospodarczej-wpis-do-ceidg,4,22996,2,2.html"
SA-026,Rejestracja osób na potrzeby prowadzenia kwalifikacji wojskowej,Wydział Spraw Administracyjnych,Wojskowosc,8,0,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/wojskowosc/rejestracja-osob-na-potrzeby-prowadzenia-kwalifikacji-wojskowej,7,23001,2,2.html"
SA-021,Reklamacja na nieprawidłowości w Centralnym Rejestrze Wyborców,Wydział Spraw Administracyjnych,Rejestr wyborcow,10,0,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/rejestr-wyborcow/reklamacja-na-nieprawidlowosci-w-rejestrze-wyborcow,1,23002,2,2.html"
SA-097,Schemat procedury kontroli przestrzegania zasad i warunków korzystania z zezwoleń na sprzedaż napojów alkoholowych na terenie Miasta Lublin,Wydział Spraw Administracyjnych,Alkohol zezwolenia,2,1,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/alkohol-zezwolenia/schemat-procedury-kontroli-przestrzegania-zasad-i-warunkow-korzystania-z-zezwolen-na-sprzedaz-napojow-alkoholowych-na-terenie-miasta-lublin,16,22999,2.html"
SA-019,Udostępnianie danych z rejestru mieszkańców Lublina oraz rejestru PESEL,Wydział Spraw Administracyjnych,Wydawanie zaswiadczen i udostepnianie danych,11,4,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/wydawanie-zaswiadczen-i-udostepnianie-danych/udostepnianie-danych-z-rejestru-mieszkancow-i-rejestru-zamieszkania-cudzoziemcow,1,23003,2,4.html"
SA-064,Udostępnienie informacji o danych przetwarzanych w Centralnym Rejestrze Wyborców,Wydział Spraw Administracyjnych,Rejestr wyborcow,9,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/rejestr-wyborcow/udostepnienie-rejestru-wyborcow,4,23002,2,2.html"
SA-109,Wielojęzyczny formularz standardowy - wydawany do zaświadczenia o zameldowaniu na pobyt stały lub czasowy,Wydział Spraw Administracyjnych,Wydawanie zaswiadczen i udostepnianie danych,10,4,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/wydawanie-zaswiadczen-i-udostepnianie-danych/wielojezyczny-formularz-standardowy-wydawany-do-zaswiadczenia-o-zameldowaniu-na-pobyt-staly-lub-czasowy,3,23003,2.html"
SA-063,Wniosek o skreślenie wyborcy z Centralnego Rejestru Wyborców - dotyczy obywateli Unii Europejskiej niebędących obywatelami polskimi oraz obywateli Zjednoczonego Królestwa Wielkiej Brytanii i Irlandii Północnej,Wydział Spraw Administracyjnych,Rejestr wyborcow,9,1,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/rejestr-wyborcow/skreslenie-z-rejestru-wyborcow,3,23002,2,2.html"
SA-070,Wniosek o udostępnienie danych w trybie jednostkowym z Rejestru Dowodów Osobistych,Wydział Spraw Administracyjnych,Wydawanie zaswiadczen i udostepnianie danych,11,1,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/wydawanie-zaswiadczen-i-udostepnianie-danych/wniosek-o-udostepnienie-danych-w-trybie-jednostkowym-z-rejestru-dowodow-osobistych,12,22993,2,4.html"
SA-071,Wniosek o udostępnienie dokumentacji związanej z dowodem osobistym,Wydział Spraw Administracyjnych,Dowod osobisty,11,1,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/dowod-osobisty/wniosek-o-udostepnienie-dokumentacji-zwiazanej-z-dowodem-osobistym,2,22993,2,3.html"
SA-104,Wniosek o ujęcie w stałym obwodzie głosowania - dotyczy obywateli Unii Europejskiej niebędących obywatelami polskimi oraz obywateli Zjednoczonego Królestwa Wielkiej Brytanii i Irlandii Północnej,Wydział Spraw Administracyjnych,Rejestr wyborcow,9,1,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/rejestr-wyborcow/wniosek-o-ujecie-w-stalym-obwodzie-glosowania-dotyczy-obywateli-unii-europejskiej-niebedacych-obywatelami-polskimi-oraz-obywateli-zjednoczonego-krolestwa-wielkiej-brytanii-i-irlandii-polnocnej,8,23002,2.html"
SA-020,Wniosek o ujęcie w stałym obwodzie głosowania - dotyczy obywateli polskich,Wydział Spraw Administracyjnych,Rejestr wyborcow,11,1,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/rejestr-wyborcow/wpisanie-do-rejestru-wyborcow-w-czesci-ab,2,23002,2,2.html"
SA-086,Wniosek o wpis do ewidencji stowarzyszeń zwykłych,Wydział Spraw Administracyjnych,Stowarzyszenia,9,3,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/stowarzyszenia/wniosek-o-wpis-do-ewidencji-stowarzyszen-zwyklych,3,23000,2,2.html"
SA-075,Wydanie dowodu osobistego,Wydział Spraw Administracyjnych,Dowod osobisty,12,0,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/dowod-osobisty/wymiana-dowodu-osobistego,4,22993,2,1.html"
SA-048,Wydanie duplikatu decyzji o wykreśleniu z ewidencji działalności gospodarczej,Wydział Spraw Administracyjnych,Ewidencja dzialalnosci gospodarczej,9,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/ewidencja-dzialalnosci-gospodarczej/wydanie-duplikatu-decyzji-o-wykresleniu-z-ewidencji-dzialalnosci-gospodarczej,1,22996,2,3.html"
SA-095,Wydanie zaświadczenia o przedsiębiorcy wpisanym do ewidencji działalności gospodarczej prowadzonej do 31.12.2011 r. przez Prezydenta Miasta Lublin,Wydział Spraw Administracyjnych,Ewidencja dzialalnosci gospodarczej,11,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/ewidencja-dzialalnosci-gospodarczej/wydanie-zaswiadczenia-o-przedsiebiorcy-wpisanym-do-ewidencji-dzialalnosci-gospodarczej-prowadzonej-do-31-12-2011-r-przez-prezydenta-miasta-lublin,9,22996,2,3.html"
SA-042,Wydanie zezwolenia na detaliczną sprzedaż napojów alkoholowych,Wydział Spraw Administracyjnych,Alkohol zezwolenia,12,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/alkohol-zezwolenia/wydanie-zezwolenia-na-detaliczna-sprzedaz-napojow-alkoholowych,2,22999,2,3.html"
SA-045,Wydanie zezwolenia na jednorazową sprzedaż napojów alkoholowych w trakcie organizowanych imprez,Wydział Spraw Administracyjnych,Alkohol zezwolenia,10,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/alkohol-zezwolenia/wydanie-zezwolenia-na-jednorazowa-sprzedaz-napojow-alkoholowych-w-trakcie-organizowanych-imprez,3,22999,2,4.html"
SA-096,"Wydanie zezwolenia na jednorazową sprzedaż napojów alkoholowych zawierających nie więcej niż 3,5% alkoholu przeznaczonych do spożycia na imprezie masowej z wyłączeniem imprez masowych podwyższonego ryzyka",Wydział Spraw Administracyjnych,Alkohol zezwolenia,10,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/alkohol-zezwolenia/wydanie-zezwolenia-na-jednorazowa-sprzedaz-napojow-alkoholowych-zawierajacych-nie-wiecej-niz-3-5-alkoholu-przeznaczonych-do-spozycia-na-imprezie-masowej-z-wylaczeniem-imprez-masowych-podwyzszonego-ryzyka,13,22999,2,3.html"
SA-047,"Wydanie zezwolenia na sprzedaż napojów alkoholowych przedsiębiorcom, których działalność polega na dostarczaniu żywności na imprezy zamknięte organizowane w czasie i miejscu wyznaczonym przez klienta, w oparciu o zawartą z nim umowę",Wydział Spraw Administracyjnych,Alkohol zezwolenia,10,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/alkohol-zezwolenia/wydanie-zezwolenia-na-sprzedaz-napojow-alkoholowych-dla-przedsiebiorcow-ktorych-dzialalnosc-polega-na-organizacji-przyjec,4,22999,2,3.html"
SA-054,"Wydanie zezwolenia na wyprzedaż posiadanych, zinwentaryzowanych zapasów napojów alkoholowych",Wydział Spraw Administracyjnych,Alkohol zezwolenia,10,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/alkohol-zezwolenia/wydanie-zezwolenia-na-wyprzedaz-posiadanych-zinwentaryzowanych-zapasow-napojow-alkoholowych,6,22999,2,3.html"
SA-055,"Wydawanie duplikatów: zezwolenia na sprzedaż napojów alkoholowych, decyzji o wygaśnięciu zezwolenia, zaświadczenia o wniesienie opłaty za korzystanie z zezwolenia",Wydział Spraw Administracyjnych,Alkohol zezwolenia,8,0,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/alkohol-zezwolenia/wydawanie-duplikatow-zezwolenia-na-sprzedaz-napojow-alkoholowych-decyzji-o-wygasnieciu-zezwolenia-zaswiadczenia-o-wniesienie-oplaty-za-korzystanie-z-zezwolenia,5,22999,2,4.html"
SA-018,Wydawanie zaświadczeń z akt ewidencji ludności,Wydział Spraw Administracyjnych,Wydawanie zaswiadczen i udostepnianie danych,11,4,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/wydawanie-zaswiadczen-i-udostepnianie-danych/wydawanie-zaswiadczen-z-akt-ewidencji-ludnosci,2,23003,2,4.html"
SA-006,Wydawanie zaświadczeń z dokumentacji dowodów osobistych oraz z Rejestru Dowodów Osobistych,Wydział Spraw Administracyjnych,Wydawanie zaswiadczen i udostepnianie danych,11,4,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/wydawanie-zaswiadczen-i-udostepnianie-danych/wydawanie-zaswiadczen-z-dokumentacji-dowodow-osobistych-oraz-z-rejestru-dowodow-osobistych,9,22993,2,4.html"
SA-037,Wydawanie zaświadczeń z ewidencji stowarzyszeń zwykłych,Wydział Spraw Administracyjnych,Stowarzyszenia,10,0,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/stowarzyszenia/wydawanie-zaswiadczen-z-rejestru-terenowych-jednostek-organizacyjnych-stowarzyszen-oraz-stowarzyszen-zwyklych,2,23000,2,3.html"
SA-108,Wydawanie zaświadczeń zawierających pełny lub częściowy odpis danych przetwarzanych w Rejestrze Zastrzeżeń Numerów PESEL,Wydział Spraw Administracyjnych,Pesel,12,4,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/pesel/wydawanie-zaswiadczen-zawierajacych-pelny-lub-czesciowy-odpis-danych-przetwarzanych-w-rejestrze-zastrzezen-numerow-pesel,7,22995,2.html"
SA-017,Wymeldowanie cudzoziemca z pobytu czasowego,Wydział Spraw Administracyjnych,Zameldowania i wymeldowania,10,3,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/zameldowania-i-wymeldowania/wymeldowanie-cudzoziemca-z-pobytu-czasowego,1,22994,2,2.html"
SA-016,Wymeldowanie cudzoziemca z pobytu stałego,Wydział Spraw Administracyjnych,Zameldowania i wymeldowania,10,3,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/zameldowania-i-wymeldowania/wymeldowanie-cudzoziemca-z-pobytu-stalego,15,22994,2,2.html"
SA-011,Wymeldowanie obywatela polskiego z pobytu czasowego trwającego ponad 3 miesiące,Wydział Spraw Administracyjnych,Zameldowania i wymeldowania,10,3,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/zameldowania-i-wymeldowania/wymeldowanie-obywatela-polskiego-z-pobytu-czasowego-trwajacego-ponad-3-miesiace,14,22994,2,4.html"
SA-010,Wymeldowanie obywatela polskiego z pobytu stałego,Wydział Spraw Administracyjnych,Zameldowania i wymeldowania,10,3,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/zameldowania-i-wymeldowania/wymeldowanie-obywatela-polskiego-z-pobytu-stalego,13,22994,2,3.html"
SA-093,Wznowienie działalności gospodarczej,Wydział Spraw Administracyjnych,Ewidencja dzialalnosci gospodarczej,8,1,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/ewidencja-dzialalnosci-gospodarczej/wznowienie-wykonywania-dzialalnosci-gospodarczej,7,22996,2,2.html"
SA-099,Zablokowanie kodu PIN w e-dowodzie,Wydział Spraw Administracyjnych,Dowod osobisty,4,0,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/dowod-osobisty/zablokowanie-kodu-pin-w-e-dowodzie,32,22993,2,1.html"
SA-069,Zameldowanie cudzoziemca na pobyt czasowy,Wydział Spraw Administracyjnych,Zameldowania i wymeldowania,11,3,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/zameldowania-i-wymeldowania/zameldowanie-cudzoziemca-na-pobyt-czasowy,2,22994,2,2.html"
SA-013,Zameldowanie cudzoziemca na pobyt stały,Wydział Spraw Administracyjnych,Zameldowania i wymeldowania,10,3,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/zameldowania-i-wymeldowania/zameldowanie-cudzoziemca-na-pobyt-staly,12,22994,2,2.html"
SA-009,Zameldowanie obywatela polskiego na pobyt czasowy trwający ponad 3 miesiące,Wydział Spraw Administracyjnych,Zameldowania i wymeldowania,10,3,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/zameldowania-i-wymeldowania/zameldowanie-obywatela-polskiego-na-pobyt-czasowy-trwajacy-ponad-3-miesiace,11,22994,2,3.html"
SA-007,Zameldowanie obywatela polskiego na pobyt stały,Wydział Spraw Administracyjnych,Zameldowania i wymeldowania,10,3,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/zameldowania-i-wymeldowania/zameldowanie-obywatela-polskiego-na-pobyt-staly,10,22994,2,3.html"
SA-094,Zaprzestanie wykonywania działalności gospodarczej,Wydział Spraw Administracyjnych,Ewidencja dzialalnosci gospodarczej,8,1,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/ewidencja-dzialalnosci-gospodarczej/zaprzestanie-wykonywania-dzialalnosci-gospodarczej,8,22996,2,2.html"
SA-107,Zastrzeżenie albo cofnięcie zastrzeżenia numeru PESEL w organie gminy,Wydział Spraw Administracyjnych,Pesel,10,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/pesel/zastrzezenie-albo-cofniecie-zastrzezenia-numeru-pesel-w-organie-gminy,6,22995,2.html"
SA-092,Zawieszenie działalności gospodarczej,Wydział Spraw Administracyjnych,Ewidencja dzialalnosci gospodarczej,8,1,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/ewidencja-dzialalnosci-gospodarczej/zawieszenie-dzialalnosci-gospodarczej,6,22996,2.html"
SA-100,Zawieszenie i wycofanie zawieszenia certyfikatów dowodu osobistego,Wydział Spraw Administracyjnych,Dowod osobisty,8,3,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/dowod-osobisty/zawieszenie-i-wycofanie-zawieszenia-certyfikatow-dowodu-osobistego,40,22993,2,1.html"
SA-056,Zgłaszanie zmian stanu faktycznego i prawnego w danych zawartych w zezwoleniu na sprzedaż napojów alkoholowych,Wydział Spraw Administracyjnych,Alkohol zezwolenia,9,0,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/alkohol-zezwolenia/zglaszanie-zmian-stanu-faktycznego-i-prawnego-w-danych-zawartych-w-zezwoleniu-na-sprzedaz-napojow-alkoholowych,7,22999,2,2.html"
SA-076,Zgłoszenie utraty lub uszkodzenia dowodu osobistego,Wydział Spraw Administracyjnych,Dowod osobisty,10,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/dowod-osobisty/zgloszenie-utraty-lub-uszkodzenia-dowodu-osobistego,3,22993,2,1.html"
SA-012,Zgłoszenie wyjazdu poza granice Rzeczypospolitej Polskiej,Wydział Spraw Administracyjnych,Zameldowania i wymeldowania,10,3,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/zameldowania-i-wymeldowania/zgloszenie-wyjazdu-poza-granice-rzeczypospolitej-polskiej,9,22994,2,4.html"
SA-091,Zmiana wpisu do CEIDG,Wydział Spraw Administracyjnych,Ewidencja dzialalnosci gospodarczej,10,1,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-administracyjnych/ewidencja-dzialalnosci-gospodarczej/zmiana-wpisu-do-ceidg,5,22996,2.html"
WSM-037,Aktywizacja zawodowa repatriantów,Wydział Spraw Mieszkaniowych,Repatriacja,9,0,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-mieszkaniowych/repatriacja/aktywizacja-zawodowa-repatriantow,3,23013,2.html"
WSM-038,Nabór wniosków o najem lokalu mieszkalnego w inwestycji przy ul. Krochmalnej 13 w Lublinie,Wydział Spraw Mieszkaniowych,,1,0,https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-mieszkaniowych/najem-mieszkan-przy-ul-krochmalnej-13/
WSM-026,Nadmetraż,Wydział Spraw Mieszkaniowych,Lokale mieszkalne socjalne i zakladowe,9,8,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-mieszkaniowych/lokale-mieszkalne-socjalne-i-zakladowe/nadmetraz,3,23006,2.html"
WSM-005,"Najem lokali w Towarzystwie Budownictwa Społecznego ""NOWY DOM""",Wydział Spraw Mieszkaniowych,Lokale mieszkalne socjalne i zakladowe,11,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-mieszkaniowych/lokale-mieszkalne-socjalne-i-zakladowe/skierowania-do-najmu-lokali-w-towarzystwie-budownictwa-spolecznego-nowy-dom,7,23006,2.html"
WSM-031,Najem lokalu do remontu z mieszkaniowego zasobu miasta,Wydział Spraw Mieszkaniowych,Lokale mieszkalne socjalne i zakladowe,11,10,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-mieszkaniowych/lokale-mieszkalne-socjalne-i-zakladowe/najem-lokalu-do-remontu-z-mieszkaniowego-zasobu-miasta,2,23006,2.html"
WSM-030,"Najem lokalu po śmierci najemcy - dotyczy osób, które pozostały w lokalu po śmierci najemcy, jeżeli są jego powinowatymi w linii prostej lub osobami, dla których najemca był wstępnym i stanowił rodzinę zastępczą",Wydział Spraw Mieszkaniowych,Lokale mieszkalne socjalne i zakladowe,9,10,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-mieszkaniowych/lokale-mieszkalne-socjalne-i-zakladowe/najem-lokalu-po-smierci-najemcy-dotyczy-osob-ktore-pozostaly-w-lokalu-po-smierci-najemcy-jezeli-sa-jego-powinowatymi-w-linii-prostej-lub-osobami-dla-ktorych-najemca-byl-wstepnym-i-stanowil-rodzine-zastepcza,4,23007,2.html"
WSM-008,Najem lokalu stanowiącego pracownię twórcy,Wydział Spraw Mieszkaniowych,Najem,10,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-mieszkaniowych/najem/typowanie-kandydata-do-zawarcia-umowy-najmu-lokalu-stanowiacego-pracownie-tworcy,2,23007,2.html"
WSM-032,Najem lokalu z mieszkaniowego zasobu miasta - rozpoczęcie starań o wynajem lokalu komunalnego,Wydział Spraw Mieszkaniowych,Najem,9,0,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-mieszkaniowych/najem/najem-lokalu-z-mieszkaniowego-zasobu-miasta-rozpoczecie-staran-o-wynajem-lokalu-komunalnego,5,23007,2.html"
WSM-023,Najem lokalu z mieszkaniowego zasobu miasta - składanie dokumentów pod kątem opracowywanych wykazów osób zakwalifikowanych do zawarcia umowy najmu lokalu z mieszkaniowego zasobu miasta Lublin,Wydział Spraw Mieszkaniowych,Lokale mieszkalne socjalne i zakladowe,12,10,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-mieszkaniowych/lokale-mieszkalne-socjalne-i-zakladowe/najem-lokalu-z-mieszkaniowego-zasobu-miasta,5,23006,2.html"
WSM-021,Podnajem lokalu,Wydział Spraw Mieszkaniowych,Lokale mieszkalne socjalne i zakladowe,9,0,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-mieszkaniowych/lokale-mieszkalne-socjalne-i-zakladowe/podnajem-lokalu,6,23006,2.html"
WSM-010,Pomoc w przekwaterowaniach lokatorów z prywatnych budynków na Starym Mieście,Wydział Spraw Mieszkaniowych,Remonty i adaptacje,10,0,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-mieszkaniowych/remonty-i-adaptacje/pomoc-w-przekwaterowaniach-lokatorow-z-prywatnych-budynkow-na-starym-miescie,2,23008,2.html"
WSM-003,Poszerzenia lokali,Wydział Spraw Mieszkaniowych,Lokale mieszkalne socjalne i zakladowe,8,8,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-mieszkaniowych/lokale-mieszkalne-socjalne-i-zakladowe/poszerzenia-lokali,14,23006,2,2.html"
WSM-024,Przedłużenie umowy najmu socjalnego lokalu i tymczasowego pomieszczenia,Wydział Spraw Mieszkaniowych,Lokale mieszkalne socjalne i zakladowe,10,10,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-mieszkaniowych/lokale-mieszkalne-socjalne-i-zakladowe/przedluzanie-umow-najmu-lokali-socjalnych,4,23006,2.html"
WSM-012,Przywrócenie tytułu prawnego do lokalu,Wydział Spraw Mieszkaniowych,Lokale mieszkalne socjalne i zakladowe,9,10,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-mieszkaniowych/lokale-mieszkalne-socjalne-i-zakladowe/przywrocenie-tytulu-prawnego-do-lokalu,12,23006,2.html"
WSM-016,Realizacja wyroków sądowych bez uprawnienia do najmu socjalnego lokalu,Wydział Spraw Mieszkaniowych,Eksmisje,7,0,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-mieszkaniowych/eksmisje/realizacja-wyrokow-sadowych-bez-uprawnienia-do-lokalu-socjalnego,2,23009,2.html"
WSM-015,Realizacja wyroków sądowych z uprawnieniem do najmu socjalnego lokalu,Wydział Spraw Mieszkaniowych,Eksmisje,9,0,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-mieszkaniowych/eksmisje/realizacja-wyrokow-sadowych-z-uprawnieniem-do-lokalu-socjalnego,1,23009,2.html"
WSM-001,Samowolne zajęcia lokali,Wydział Spraw Mieszkaniowych,Lokale mieszkalne socjalne i zakladowe,8,0,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-mieszkaniowych/lokale-mieszkalne-socjalne-i-zakladowe/samowolne-zajecia-lokali,8,23006,2.html"
WSM-002,Sprawy związane z byłymi lokalami zakładowymi,Wydział Spraw Mieszkaniowych,Lokale mieszkalne socjalne i zakladowe,9,0,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-mieszkaniowych/lokale-mieszkalne-socjalne-i-zakladowe/sprawy-zwiazane-z-bylymi-lokalami-zakladowymi,1,23006,2.html"
WSM-025,Sprawy związane z osiedleniem się kandydatów na repatriantów,Wydział Spraw Mieszkaniowych,Repatriacja,8,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-mieszkaniowych/repatriacja/sprawy-zwiazane-z-osiedleniem-sie-repatriantow,1,23013,2.html"
WSM-027,Spłata obciążeń hipotecznych z tytułu remontów budynków,Wydział Spraw Mieszkaniowych,Remonty i adaptacje,9,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-mieszkaniowych/remonty-i-adaptacje/splata-obciazen-hipotecznych-z-tytulu-remontow,3,23008,2.html"
WSM-014,Ustalenie stosunku najmu po śmierci najemcy,Wydział Spraw Mieszkaniowych,Lokale mieszkalne socjalne i zakladowe,10,6,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-mieszkaniowych/lokale-mieszkalne-socjalne-i-zakladowe/ustalenie-stosunku-najmu-po-smierci-najemcy,9,23006,2.html"
WSM-004,Wykwaterowania inwestycyjne,Wydział Spraw Mieszkaniowych,Lokale mieszkalne socjalne i zakladowe,9,0,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-mieszkaniowych/lokale-mieszkalne-socjalne-i-zakladowe/wykwaterowania-inwestycyjne,11,23006,2.html"
WSM-007,Wykwaterowania z budynków zagrożonych,Wydział Spraw Mieszkaniowych,Lokale mieszkalne socjalne i zakladowe,8,6,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-mieszkaniowych/lokale-mieszkalne-socjalne-i-zakladowe/wykwaterowania-z-budynkow-zagrozonych,10,23006,2.html"
WSM-006,"Wykwaterowania z lokali wchodzących w skład mieszkaniowego zasobu Miasta z uwagi na zdarzenie losowe (np. pożary, zalania, awarie)",Wydział Spraw Mieszkaniowych,Lokale mieszkalne socjalne i zakladowe,8,6,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-mieszkaniowych/lokale-mieszkalne-socjalne-i-zakladowe/przydzial-lokali-w-kontekscie-klesk-zywiolowych-i-naglych-wypadkow,13,23006,2.html"
WSM-009,Wykwaterowanie lokatora na czas remontu budynku lub lokalu mieszkalnego,Wydział Spraw Mieszkaniowych,Remonty i adaptacje,8,4,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-mieszkaniowych/remonty-i-adaptacje/przekwaterowania-na-czas-remontu,1,23008,2.html"
WSM-020,Zamiana kontrahencka (wzajemna) lokali mieszkalnych,Wydział Spraw Mieszkaniowych,Zamiany,10,6,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-mieszkaniowych/zamiany/zamiana-kontrahencka-wzajemna-lokali-mieszkalnych,1,23007,2,2.html"
WSM-019,Zamiana lokalu z urzędu,Wydział Spraw Mieszkaniowych,Zamiany,12,10,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-mieszkaniowych/zamiany/zamiana-lokalu-z-urzedu,1,23010,2.html"
WSM-029,Zwrot części kosztów remontu lokalu repatrianta w miejscu jego osiedlenia się,Wydział Spraw Mieszkaniowych,Repatriacja,10,0,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-spraw-mieszkaniowych/repatriacja/zwrot-czesci-kosztow-remontu-lokalu-repatrianta-w-miejscu-jego-osiedlenia-sie,2,23013,2.html"
ZR-007,Uzupełnienie dokumentów,Wydział Zarządzania Ruchem Drogowym i Mobilnością,,8,2,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-zarzadzania-ruchem-drogowym-i-mobilnoscia/uzupelnienie-dokumentow,26,27623,2.html"
ZR-003,Wniosek o wydanie zezwolenia na przejazd pojazdu nienormatywnego,Wydział Zarządzania Ruchem Drogowym i Mobilnością,,10,7,"https://bip.lublin.eu/e-urzad/opisy-uslug/wydzial-zarzadzania-ruchem-drogowym-i-mobilnoscia/wniosek-o-wydanie-zezwolenia-na-przejazd-pojazdu-nienormatywnego,20,27623,2,2.html"
